emotion,alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta
2,29167.4,43250.4,13897.4,19618.5,1192629.8,6952.3,15865,167634.2
2,26069.1,42611.7,13803.6,18313.5,1238552.4,6485.3,14488.2,172087
2,29182.3,43044.4,15897,20216.5,1315275.1,9661.6,16589.4,174592
2,30883.8,41944.3,20745.7,21232,1331398.4,10201.2,18218.3,171788.4
2,35031.8,38219.1,21721.8,22576.3,1362802.1,10147.1,18550.9,187028.1
2,35391.6,40478.2,23276.6,23777.8,1378494.8,10934.3,18142.2,181496.7
2,38753.7,41921.7,23340,33697.9,1434929.9,11067.7,20361.3,159852.9
2,35817,34455.2,21140.4,32763.3,1236068.7,10365.3,19795.2,142962.7
2,36430.4,36566.7,22965.1,30296.6,1232696.7,11185,22353.4,147671.2
2,35187.8,35475.8,23714.4,33619.8,1045514.1,10336.1,28384.5,159874.7
2,35357.9,28467,22690.5,29743.5,939673.1,9923.7,26442.1,140981.5
2,37309.1,26011.3,22670,30178,923108.3,9995,26350.9,142887.4
2,33363.6,23985.8,20129.3,27436.6,886060.7,6868.8,23778.5,152354.5
2,31612.8,27350.2,17673.8,27687.1,920241.5,6605.4,22796.6,152982.5
2,27093.9,27517.5,16600.1,26201.5,877946.4,6466.3,22410.3,140747.8
2,28970.4,31839.3,23713.1,36217.6,940899.6,8494.7,34406,182651.7
2,17876.6,26121,21113.6,23365.2,731807.3,6716.3,29630.1,164226.9
2,19269.7,31440.8,22883.1,24007.3,897229.1,7364.2,30065.4,175681.6
2,18356.7,25996.5,21205.8,22621,828693.5,5948.4,26658.5,150597.8
2,15940.1,27361.2,19270.1,19678.7,822887.7,6059.2,19420.2,130771.9
2,16215.9,29606.7,19881,19668.1,848495.2,6677.5,19694.8,145995.9
2,13631.7,28738.6,19094.6,18731.7,791335.6,6342.9,19128.5,135365.4
2,13179.3,28396.7,19362.7,19756.2,693615.5,6278,18821.1,119592.9
2,12915.7,24447.5,16860.4,18410.8,824239.6,5961.7,17466.1,114492.7
2,13463.1,24430.3,18098,20004.1,821002.1,6179.6,17579.7,135527.7
2,16512.1,22439.2,19144.6,13877,770850.7,6089.6,7437.2,92052.2
2,19341.3,27164.7,21212.2,14905.8,1011777.2,7001.6,9255.5,96541.9
2,25587.9,26239.7,20991,17896.9,918034.9,6728.1,11459.8,96294.2
2,24991,25862.8,19766.5,17648.1,895922.9,6555,10855,90373.7
2,25817.1,25263.5,20434.8,17906.1,1032593.5,6349.3,11596.7,94302.9
2,26481.8,22391.1,19206.5,17316.2,981997.4,5645.5,11302.4,74902.1
2,29411.3,26239.6,22273.5,18924,990734.9,5945.8,12564.1,85614.4
2,29695.7,25316.1,22332,17564.9,949226.3,6127.5,12575.4,88958.5
2,28919.9,24960.7,22747.8,17282.8,749962.3,6713.9,12512.4,90557.2
2,28800.4,24076,21940.7,15894,874426.5,6541.6,12321.6,70290.4
2,22697.8,19049.3,12368.1,10675.9,846619.7,3824.2,9976.6,62532.9
2,22023,14319.9,11981.6,10348.4,695145.9,3043.5,8792.3,105987.5
2,14531.4,11436.4,10556.5,6474.3,619365.9,2776.3,5807.3,94258.1
2,15391,15348,11026.3,7985.6,730742.7,3225.4,6242.6,109825.4
2,13180.1,14382.1,10719.2,7645.1,624660.1,2960.1,5041.2,105638.3
2,14371.9,18749.1,12786,10367.2,640674.9,3716.2,5414.3,115864.6
2,11492.1,14717.5,9712.3,8756.3,629933,3411.6,4102.9,104910.9
2,11600.1,14968.6,9018.9,8687,619485,3147.7,4509.8,100822.2
2,11782.9,18387.3,10417.6,10160.1,781501.9,6019.5,6499,109842.8
2,11273.4,17912.1,9781.2,9820.2,656409.6,5895.2,6345.1,106706.1
2,10730.6,19083.2,9535.2,9503,608597.6,5829,6204.6,108786.5
2,9443.3,20318.5,8076.9,8620.4,534018.7,5847.8,5617.7,63747
2,14582.3,26121.2,11055.5,10594.5,698606.8,6117.3,9893.1,97490.6
2,14784,23497.5,11124.4,9500.4,643138.1,5883.4,9662.2,94955.5
2,15405.3,24440.2,14277.8,11423.5,694617.5,8041.4,12425.2,119663.2
2,15767.2,24127.4,14380.2,9733.4,731879.5,8065.8,14283.5,120930
2,16079,24119.2,14553.3,9924.4,737367.1,8234.2,14538.6,123716.4
2,15727.8,24906.6,15326.4,11484.7,826145,8719,16873.1,132753.3
2,16050.6,21470.7,13621.5,11222.4,701215.3,5906,15872.1,123147.3
2,16649.7,21427.4,14202.5,11615.4,706387.2,5968,16020.6,124529.1
2,17718.9,21899.1,15717.9,16435.2,804523.5,7235.1,17313.4,134729.1
2,17868.8,22046.3,16615.3,17476.8,776120.6,7000,17206.4,139445.5
2,19153.2,18598.3,16209.2,16794.4,633701.5,8186.6,14599.6,117177.7
2,18330.9,17774.1,15878.5,16481.7,632351.7,8182.6,14572.1,106030
2,18173.6,21471.5,13044.2,15688.8,476844.8,6985.6,11816.3,93878.2
2,15673.8,17678.3,11208.7,16041.8,494217.9,6659.5,11156.7,93081.7
2,30039.6,30991.4,14314.8,26969.2,549973.9,7842.1,12540.9,109053.7
2,31722.6,31747.5,14751.1,25600.9,531580.5,8145.8,10668,103462.3
2,30741.3,31312.3,15185.9,24544.6,493088.3,7652.2,10737,102954.4
2,31501.8,32805.8,15145.8,25164.9,571331.3,7671.6,10723.3,102345.4
2,30511.9,33339.1,14011.1,20750.6,490491.7,6417.5,10043.7,90440
2,29074,31732.5,12776,19588.7,458110.4,6358.7,10033.9,81950.8
2,24028.3,31126.3,10840.6,18892.2,656611.7,5237.5,8692.1,78524.2
2,28293.3,36413.9,12262.6,23087.4,735390.6,7209.4,10257.6,90996.2
2,27817.1,30798.4,10893.5,21135.5,718502.8,6116.2,9846.4,72495.6
2,31646.8,53949.1,14356.1,21532.9,713728.7,6953.7,9579.3,94214.1
2,23118.5,43184.6,14930.1,11966.2,703135.4,5933.6,9964.5,90657.2
2,21273,42314.5,13767.5,11874.5,625737,5160.3,9057,89168
2,24129.7,51603.3,13884.8,14910.8,813273.1,5992.2,10768.1,109043.8
2,32652.2,65753.5,16094.7,23681,827320.9,6311.6,12742,128769.8
2,33028,63638,15478,23324.1,806342.5,6243.3,12162.5,128987.6
2,33392.7,63610.9,15624,23410.5,860846.1,6181.5,12059.1,130277.5
2,31346.9,60458.8,14706.5,22871,642555.8,5736.9,11566.7,122175.6
2,31657.8,57504.8,14490.4,19648.4,580510.9,4141.4,10890.8,114862.8
2,31508.8,59172.5,14687.5,19960.8,630005.7,4220.1,11246.4,117633.2
2,27640.1,36515.4,11562.8,18450.4,582863.2,3044,10060.7,90910.5
2,22594.9,37920.9,12386.5,18973.1,660513,3869.5,8656.7,86662
2,23208.1,37161.8,13718.5,19310.1,741636.6,4155.2,8933.1,92053.2
2,21462.2,30040.7,13609.9,17779.9,561736.6,3362.2,7109.7,79273.5
2,14313,16583.9,11523.6,8478.4,536811.8,3111.1,5133.3,62570.5
2,14378.4,17106.1,11886.2,8894.5,528633.2,3178.1,5083.2,61153.6
2,21196.4,18580.2,13641.7,9551.9,577865.9,4068.7,5543.8,69487.2
2,21865.7,18779,13860.2,9573.4,573421.7,4151.6,5570.1,68970.6
2,16992.6,16705,12721.6,9361.9,525303,3790.6,5143.4,63303.7
2,22569.8,15719.1,14033.3,10412.7,513392.2,4273.3,5333,71014.4
2,24662.3,15323,13462.5,10576.5,531817.6,4939.4,5704.2,66472.1
2,30110.6,14354.9,11694.7,12827.2,625143.7,4605.5,9719.8,66259.2
2,30226.8,16558.5,10301.9,12677.4,663197.7,4341.7,9651.5,59546.8
2,29161.4,13663.4,9450.2,10741.3,658474.1,4112.8,8642.9,47690.4
2,26533.1,11673.9,8729,10265.5,585270.5,3948.7,8502.2,44722.5
2,26442.7,11174.6,8693,10235.3,726348.6,3906.5,8927.4,52458.7
2,22914.7,14401.9,7615.3,10939.9,707762.8,4114.4,8878.2,55112.1
2,25137.6,16557.2,8393.7,12518,779230.2,4352.7,9446.2,66862.4
2,25742.4,16416.2,8429.6,11750.7,759149.5,4227.5,8954.5,70686.7
2,22198.9,18509.3,7426,10590.7,747176,4070.3,9104.9,71519.7
2,20424.8,18125.3,7469.9,10708.2,804929.9,4023.5,8773.7,77264.8
2,19643,41877.1,8415.4,10827,861974.2,4292.1,6736.2,101748.2
2,19429.6,40417.2,9118.1,10754.1,779387.7,4504.1,7072.3,104590.9
2,19127.4,41526.1,9206.8,10961,774294,4483.4,7091.4,105846
2,19087.1,43706.6,9471.4,12040.5,791733.1,4655.7,8008.5,116953.6
2,20871.6,45689,9877.9,11980.5,779291.3,5040.9,8006,114987.3
2,22798.8,45058.8,9644.3,15131.5,919697.7,4513.8,9186.1,113311
2,20935,43252.3,8625.1,14133.6,848534.3,4189.2,8705.4,105371.1
2,23397.7,44389.3,10746,19597.2,878730.5,4426.3,13610.3,106909.6
2,20830.8,42299.8,10753.6,19826.5,891359.7,4921.1,14073.6,128579.5
2,23536.2,61818.9,11606.5,20702.1,904181.9,5118.3,16673.3,122019
2,19382,37223.8,10305,20255.9,707499.3,6222.5,18722.5,109153.9
2,20393,38111.7,10327.8,21117.6,819065.1,6442.4,19466,112504.9
2,25724.6,46410.9,11500.1,23932.5,963458,6786.5,20459.9,123848.2
2,26954.9,44841.6,12057.6,23389.6,951815.4,6739.6,19787.9,118975.2
2,24768.6,42899.6,12004.9,23021.1,824351.7,6517.1,20068.2,114741.7
2,22584.8,41278.3,12501.2,19324,624532.2,6797.4,19077.4,119292.8
2,22109.4,41323.3,13581.2,19283.3,638238,6971.5,19438.8,124425
2,19429.9,39650.3,11301,13923.5,618384.2,6743.6,14521.6,120243.2
2,19249,38939.9,10952.4,13864.6,579742.2,5983.9,13424.1,87181.3
2,32604.8,26444.7,14431.6,16948.1,672042.2,6919.6,16212.4,163434.6
2,42553.8,25258.3,13657.7,22521,853271.7,7957.4,15152.4,191484.1
2,42962.2,26946.5,15392.9,24043.6,908608.2,9261.3,17009.1,199177.3
2,37590.9,18074.4,14265.7,21356.6,810926.7,8986.2,16503.6,188826.9
2,36491.7,17975.2,13875.6,21750,854511.5,8955.5,16396.4,184303.5
2,37716.6,17763.7,14128.6,22050.6,883602.6,9256.3,16306.9,209519.4
2,35524.3,15916.3,13520.7,22071,861266.7,8591.3,16034.2,196988.8
2,35603.6,15685.9,12774.5,21857.8,846183.6,8569,15638,189873.5
2,35915.2,15686.1,13487.1,22199.7,850089.7,8608.1,15515.5,192585.6
2,37057.1,16192.5,13542.5,21969.7,871361.5,8587.3,16107.6,193739.3
2,21035.3,9728.7,12841.5,19042.5,733266.7,8487.1,12232.1,127287.4
2,9808.1,10033.2,11359.1,10082.4,476773.5,5480.1,9265.7,78232.5
2,13034.3,7277.8,9620.6,9134.2,322378.8,4015.1,6864.1,70317.3
2,14650.9,7981.9,10973.4,12121.6,327545.4,4356.4,7923.3,99526.4
2,16809.2,9352.5,14028.5,14822,358650.7,5660.3,10801.7,101086.7
2,16058.4,9909.3,13170.9,14510.2,376237.1,5261.8,10547.3,75877.9
2,17808.2,11268.6,15155.7,14091,431408.2,5447.7,11050,104343.8
2,17373.4,11350,15260.3,13707.6,455442.1,5792.7,11142.2,104641.2
2,17337.4,11974,14829.4,13645.5,435693,5762,11609.5,98262.6
2,16786.9,11842.5,20160.6,14685.4,473528.6,6962.8,14514.5,111048.8
2,16842.4,13116.8,18614.6,13777.3,498515,6057.5,15713.8,105698.9
2,25267.2,17802.8,20066.1,18519.1,778497.2,9481.7,23132.1,171787.4
2,20296.8,17671.9,19714.4,16874.7,740937.9,9870.7,22660.3,167283.1
2,19015.3,18279.6,21727.2,15413.4,748252.4,9824,24529.3,176485.8
2,17215.8,16901.9,19291.4,12430,689323.9,8909.9,22019.3,177135.7
2,21929.8,18789.5,19723.7,13930.6,777676.1,9169,22449.6,195828.8
2,19675.9,16808.4,18050.3,13549,722185,9274.5,22063.4,169114.2
2,20598.8,17877,17572.6,13863.2,800276.8,8798.4,21895,171924
2,20078,18065.5,17364.3,13375.9,820316.9,8717,21524.8,174791.5
2,20225.3,19944.6,12170.5,14079.1,822687.5,7599.7,18060.5,173450
2,31779.8,30772.7,14814.2,14467.7,852591.3,8720.5,18159.1,220014
2,33378.2,34266.2,17367.4,13279.6,686961,8378.2,14475.5,192598.8
2,33581.8,34566.6,17083.9,13026.6,686439.1,7670.8,14362.2,191513.7
2,33765.5,36752.8,15087.8,12245.5,779216.7,7742.3,12005,157169.5
2,34743.7,43884,16949.7,14628.9,947313.3,7352,12667.7,162350.3
2,30070.9,41898.7,18017.3,14079,897273.6,7151.9,13081.9,154508
2,29418.6,42343.5,17472.7,13948.9,910403.6,6782.9,12829.5,153580.1
2,28827,44786.9,18527.1,14939.6,862425.4,7133.8,13831,156264.2
2,30795.6,49303.4,20773.8,18343,1015590.2,8099.5,16081.3,170522.8
2,37342.1,50935.9,23157.6,17952.5,1295431,8698.7,18048.1,180181.5
2,25425.1,38801.9,19442.8,17223.2,1270975.9,7069,15030.6,128255.9
2,15785.1,31333.3,16640.8,15472.7,1269836.6,4342.1,12022.3,93518.3
2,17033,32483.1,17980,17750.5,1510714.7,4932,12309.7,106510.6
2,21743,32812.6,17602.9,17754.7,1472341.4,4880.3,12282.9,103742.6
2,20159.9,25698.7,14766.3,14964.2,1289064,4855.2,11167.6,93210.2
2,20203.9,25449,13570.6,14284.6,1211165.7,4772.4,10131.3,92196.6
2,20592.5,24921.7,13807.7,14273.6,1198782,4882.7,10260.4,93156.7
2,21873.9,22386.1,13218,13874.2,1194974.2,4885.2,10147.1,96363.5
2,22321.1,24136.1,12971,18194.3,1080248.6,6500.7,12213.5,97582.1
2,17370.1,25157.6,11817.4,19670.9,866779.3,6231.6,14483.9,89405.5
2,18544.7,27347.5,11585.2,20186.1,825211.1,6077.4,15652.4,93688.1
2,18092.8,25971.3,10252.2,18230.9,708121.1,5841.1,14593.9,92838.9
2,18876.7,32236.5,14824.1,19346.2,564447.8,7811.4,21301.2,107072.8
2,17348.6,42465.1,16480,21940.1,735460.2,9337.8,23212.1,121593.9
2,21074.1,51948.1,17932.8,22569.5,777364.6,10951,25076.9,133437.7
2,22898.4,59263.5,18741.8,25984.5,902408,11641.5,25910.9,130450.7
2,23375.6,60270.2,18444.1,26741.6,921512.5,11488.6,25956.2,136852.5
2,22643.9,59625.3,18503.6,26576.6,924430.9,11226.7,25787.6,130100.7
2,22018.4,59886.1,21979.3,23975.1,1130388.6,9461.1,25378,119229
2,21960.7,72330.6,21755.5,24386.6,1286943,10414.3,25583.2,123415.1
2,20497.3,71633.2,21297.4,23932.3,1284828.3,10771.7,24775.4,152214.4
2,20197.8,71221.7,21365.3,23741.4,1284441.1,10475.6,24792.3,150217.4
2,18115.8,65832.5,16794.6,20555.3,1262014.6,8483,17919.8,124895.8
2,17673.2,56162.7,15777.8,18881.4,1006358.4,6963.2,16489.4,118324.4
2,14316.3,46546.7,14595.1,18163.4,975512,5302.2,14560.8,106337.2
2,15313.9,41212.8,15451.7,15726.4,886690.7,5986.8,14674.4,108876.2
2,20403.1,44863.7,18286,17986.7,1028765.7,6762.9,15265.4,104166.3
2,19481.8,43961,18007,17271.3,980910.1,6635.4,14549.9,105635.4
2,21406.4,42104.9,12952.7,12419.8,733574.8,6530.1,10865.9,101748.9
2,20102.4,26989.6,12049.9,10282.4,597364.2,5466.5,7197,84664.8
2,20730.1,28478.1,12293.3,11063.4,678230.1,5318.6,7038.8,58403.6
2,21070.3,28658.3,12313.8,11301.5,685486.1,5414.4,6934.4,58083.3
2,22035.7,41385.3,13349.8,15757.1,773532.5,5839,7750.1,77144
2,18756.1,37376.3,12194.3,16315.3,810449.9,5747.4,6596.1,75012.2
2,22241,42255,15797.6,17827.4,845265.1,6467.7,7785.7,84777.9
2,18842.4,39795.8,13814.5,16459.1,804179.8,5009.3,6673.5,74848
2,23755,41690.2,14671.6,15727.8,711747.6,5144.9,6758.4,75947.8
2,31301.9,59242,17619.3,28644.7,813513.9,5856.6,8438.6,112367
3,6161.8,8851.7,6914.5,7680.4,116802.6,2581.9,6287.1,36365.4
3,5476.5,7726.9,7423,7805,220451.5,2446.4,6196,37845.1
3,6219.5,14909.8,8694.5,8811.2,220852.7,2361.7,5920,35805.9
3,7380.3,15092.1,8796.7,9142,219365.1,2384.2,5954.3,35328.4
3,7414.4,17310.4,8499.6,9019,218917.5,2366.1,5829.5,33673.1
3,7899.4,19588.5,8366,8658,205477,2372.2,5559.8,34303
3,10121.4,21307.3,9496.1,10127.8,256710.2,2481.5,4888.6,31212
3,10575.7,21988.9,9592,9715.4,253996.3,2495.7,4790,31255.5
3,9343.1,21218.8,9075.3,8682.8,206666.4,1781.3,2600.8,24167.2
3,9660.1,21637.6,9627.9,8573.6,203067.6,1808.2,2458.6,27313.6
3,9571.7,21389.8,9219.7,8220.6,198721.2,1872.3,2328.4,28439.7
3,17085.5,28764.4,10463.2,13196,207967.5,3008.6,4489.8,53152.7
3,16130.8,21248.6,8451.1,12189.1,202572.8,2792,4217.8,50920.8
3,15113,21691.7,9010.3,11890.4,204709.4,3186.8,4519.4,50309.5
3,15481.9,19762.8,8753.8,11891.9,225911,3148.6,5352.2,50740.5
3,16097.6,17328.1,8972.3,11736.4,221627.4,3137.8,5492.1,45415.3
3,13812,14679.9,7097.3,9599.6,177396.4,2922.4,4923.7,43199.5
3,14080.8,13667.6,6959.6,9757.2,177812,2654.2,4982.5,39990.2
3,15541.9,14525.7,8706.7,10056.4,223245.8,2760.9,6171.9,46052.7
3,14918.2,14433,8319.4,10079.9,226746.1,2836,6156.3,43198.9
3,15603.5,14214.2,8307.5,10239.8,234443.3,2776.2,6201.1,42739.1
3,8537.3,6997.4,6845.8,5011.5,138160.6,1699.4,4103.7,22207.9
3,9392.2,7022.7,6852.6,4802.6,138844.5,1742.7,4092.1,22631.8
3,9832.2,6776.8,6351.7,5483.1,157274,1408.9,3841.9,26356.8
3,9807.8,6522.7,6322.9,5610.9,134661.7,1345.4,3419.6,26653.7
3,8631,6905.1,5735.7,6329.2,135088.2,1385.4,3342.9,25935
3,9191.4,7250.8,5883.3,6665.6,118572.8,1465.9,3410.5,24702.6
3,8613,6512.4,6059.1,5881.9,120004.5,1506.6,3277.4,24659.6
3,7090.5,6155.7,4200.4,5288.3,81194.4,1316.6,1994.1,21288.4
3,8877.5,7756.2,5907.5,8613.2,150747.8,1514.8,2246,28294.3
3,8144.5,7538.9,5489.9,8404.9,143829.2,1394.2,2127.3,28580.5
3,7506.1,6893.4,5344.6,8641.7,118514.6,1217.2,2225.3,22092.1
3,6631.8,7018.8,5291.1,8930.7,119543.3,1211.6,2428.5,21758.5
3,6703.5,6422.5,5297.8,8520,98463.7,1340.3,2504.8,18242.6
3,7378.2,6423.3,5686.6,8555.6,98645.4,1394.7,2217.4,18041.2
3,8420.7,7779.6,6884.3,9435.3,143276.8,1670.8,3182.1,44130
3,8367.1,7881.8,6957.6,9212.9,143552.2,1602.9,3120.9,44048.8
3,8427.2,7851.7,7018,9337.2,141196.3,1534.6,3242,43606.4
3,9246.6,7206.3,6844.3,8831.4,132703.2,1536.4,3185.4,40437.7
3,7414.5,6000.9,4920.4,5083.8,56367.7,1247.9,2944.8,33351.9
3,10265.8,7560,6503.5,9221,70696.2,1726.9,4182.6,38226.9
3,10837.9,10531.1,7511.8,10159.4,114665.4,1967.1,5011.6,50916.7
3,13987.6,14281,8458.7,12022.9,202898.8,2325.3,5725.5,57651.6
3,13571.6,14322.7,8576,11878.1,202759.2,2115.9,5556.8,58411.2
3,13252.9,13883.3,8265.7,12233,205605,2141.6,5656.7,58788.3
3,14752.2,13040.7,8567.2,11209.3,200450.1,1980.5,5497.5,38934
3,14833.7,12476.9,8519.4,10918.5,200662.8,1988.9,5593.9,38834.9
3,14819.5,13063.6,8312.7,10699.2,202083.7,2006.3,5996.9,38841.7
3,13834.3,13743.3,8580.2,10911.1,202413,2132.4,6706.4,39047.1
3,13908.6,13336.5,8850.9,11527.8,212880.7,2292.2,6835.2,39757.9
3,16630.6,14750.9,9643.2,8612,199014.9,1930.9,6530.4,35256.4
3,17309.2,12384.1,8502.3,7553.4,154661,1737.4,5665,23073.9
3,14540.2,8663.5,7600.7,5889.2,64605.3,1334.5,4899,16899.7
3,14722.8,8971.3,7308.3,5785.5,67176.7,1381.7,5131.8,16150.2
3,13935.6,9398.1,7100.8,5112.7,69965.4,1317.5,4805.6,15639.5
3,11637.2,9292.6,5834.4,4441.1,30067,1130.3,3928.7,9309.2
3,10987.5,10992.4,5928.8,4831.8,30656.4,1250.7,3964.5,8929.5
3,11697.4,15372.3,8058.6,6638.1,39921.1,1505.2,4196.7,16221.6
3,14981.7,16513.3,9534.9,7511,181456.5,1915.6,4016,40822.2
3,15160.5,17725.3,9230,7455.4,171683.4,1866.6,3997.2,40134.3
3,12478.3,14526.1,8166,7987.6,172676.1,1980.7,4712.6,39748.3
3,11612.1,14581.8,8318.5,7881.5,175410.5,1994.6,4929.2,39322.3
3,11464.8,14449.5,8493.4,7645.5,175694.2,1954.4,5219.8,39164.1
3,11786.3,15017.2,8520.8,8151.3,172698.3,1932.9,5121.7,39317.2
3,11851.5,14405.6,8612.8,8428.9,170649.3,1990.2,5263.6,38936.3
3,11635.4,14214.2,8284,8578.4,182135.4,1942.1,5209.8,41126.4
3,12717.2,12818.6,8336.2,8283.7,182128.6,1871.4,5673.8,41513.1
3,11720.9,7851,6294.4,6874,174774.9,1765.5,5882.4,35230.9
3,8551.2,7217.5,4858.7,5801.7,40934.4,1230.9,5956.6,16453.6
3,9626.2,6545.1,4962.5,5829.5,48984.8,1219.8,5959.3,30883.3
3,8146.5,7706.4,4035.3,4665.2,73480.6,1170.9,4925.3,32417.1
3,7873.3,7073.8,4381.4,4867.3,71594.8,1166.4,4848.4,32598.3
3,7903.8,7169,3990.8,4651.8,73337.2,1105.3,4363.7,35164.1
3,7192.5,6530.5,4238.1,4337.2,74147,1148.7,4431.6,34783.5
3,7169.4,6593.4,4192.7,4407.4,77489.4,1084.8,4289.9,35934
3,6929.1,5973.1,4600.5,4845.9,67676,1342.4,4459.6,35288.7
3,7158.7,9048,5039.4,5949.8,70014.2,1498.1,4372,39690
3,10907.8,14314.1,7847.8,6816.1,328046.6,2148.4,5645.3,59294.7
3,10749.4,13506.6,7484.3,6932.2,335279.4,2137.7,5077.2,54307.4
3,9477.7,13360.6,7357.9,6248.8,363159.4,2120.9,5002.7,41198.2
3,8199.7,12449.8,7082.5,5937.2,337866.8,2028.8,4811.3,41322.6
3,9531.8,13530.9,6675.6,6047.6,339109,2030.2,4543.3,41460.5
3,9734.2,14123.5,6680.6,6402.3,352359.3,2204.9,4676.9,39477.8
3,10018.2,15184.6,6550,6532.7,351099.9,2211.6,4526.5,39513.2
3,10667.8,15111.1,6576.6,6531.6,344700.1,2223.3,4741.8,38554.3
3,12118.4,17140.4,7111.4,9391,368464,3272,5470.9,62402.9
3,12886.3,17795.8,8307.4,8938,405168.9,3456.2,5465.5,62367.8
3,11012.5,13013.1,5298.7,8919.7,277945.9,2786.7,3447.6,55517.5
3,11437.6,12406.3,5609.7,8995.4,263241.3,2835.1,3440,54955.7
3,14199.8,13702.7,7756.6,12115.3,245188.2,3469.7,4827.2,74433.9
3,14814.5,13659.7,8256.8,11934.3,243884.2,3479.6,4659.8,72487.2
3,13388.1,15095.1,8337.8,13258.2,243362.8,3723.3,4955.6,75699.1
3,13070.1,14440,8627.4,13410.6,235892.1,3611.1,5020.3,77023.3
3,15751.9,14769.2,11808.6,14971.5,402461.7,4165.5,5981.2,106546.2
3,15707.9,16006.5,12142.9,14745.8,415012.4,4241.3,6288.1,107531.3
3,14669.6,15721.1,11460.7,12062.6,389436,3057.3,5835.9,83863.6
3,13499,12881.4,9891.4,11571.5,349668.3,2635.3,5540.3,79853.9
3,12245.6,13045.9,9979.9,10981.9,216939.2,2607.8,5280.6,66990.9
3,11763.7,13178.4,9870.3,10972.3,215849.1,2669.5,5965,66267.7
3,8709.7,11859.7,7588.8,9175.1,203048,2011,5192.1,50044.5
3,8927.8,13056.9,7213.7,9256.7,203488.2,2033.1,5333.2,52303.9
3,10592,13361.3,8993.5,9330.8,237850,2348.4,5747.7,52423.9
3,11038.1,15640.9,9004.6,8996.8,258071.4,2321.3,5681,56085.7
3,8235.7,14032.2,5890,7071.9,92227.2,1918.7,4897,26572.1
3,7850.3,12849.4,5524.7,7095.1,90116.3,1869.2,4544.2,26483.2
3,8015.9,11616.5,5483.3,6514.8,90926.5,1772.3,4250.2,24807.9
3,7596.6,11263.9,5779.7,6505.6,90687,1923.5,4289.5,25609.1
3,7902.5,13490.6,5944.5,6125.3,98640.2,1923.8,4701.2,30282.5
3,8357.1,14853.4,6980.4,6755.9,107569.7,1924.4,4727.6,34610.1
3,12025.8,16942.8,8128.7,6518.7,180864.9,2054,4876.6,32745.6
3,12089.5,15519.7,8649.6,6674.7,181894.1,2043.9,4665.1,30073.1
3,11482.2,13455.7,6692,5031.2,146375.8,1506.2,4402.8,27287.5
3,12692.1,11920.4,6580.8,5150.1,118360.5,1532.4,4365.9,20743.4
3,12639.9,12887.5,6696.6,5307.3,118738.1,1327.8,4209.3,20992.7
3,12311.6,13286.2,6886.8,5586.2,108524.6,1288.7,4189.9,20029.3
3,13178.7,13415.3,7503.8,6333.9,118274.6,1390.7,4342.4,24051.9
3,12970.3,13281,7401.4,6309.5,119651.2,1276.3,4392.6,23148.2
3,12469.9,11599.8,7603.7,6248.4,109234.6,1212.8,4171.2,17886.5
3,11970.4,10393.2,6420.6,6285.5,99409.6,1100.1,3458.9,13577.3
3,9830.3,8326.8,7116.5,7014.1,74273.9,1811,3338.1,18478.8
3,9013.2,8399.5,6488.2,6758.7,102325.6,1721.4,3413.3,17950.3
3,8297,8182.4,6480.5,6595.1,113326.2,1667.1,2906.8,17989.7
3,6372.3,7246.5,6838.4,6406.2,113451,1766,2981.4,19221.8
3,6239.1,6225.3,7176.5,6768.4,112290.5,1754.3,3156.8,18721.2
3,6818.3,6402.8,7092,6558.7,111696.7,1769.2,3600,19343.3
3,5532.9,6081,6710,6485.6,101048.3,2095,3713.9,15420.4
3,5373.2,5745.7,6203.9,6643.7,106693.5,2012.1,3454.2,16468.9
3,5126.8,4564.5,6151.6,6750.1,107124.4,2156.9,3546.6,16141.9
3,5172.4,6392.7,6720.5,6008.3,107216.4,2175.8,3577.1,16792.1
3,6204,8681.5,7964.9,7166.2,116781.7,1556.8,3717.2,12366.4
3,6198.7,8707.9,8120.6,7115.7,87050.5,1602.3,3799.9,12522.5
3,6644.6,8378,8277.1,7229.9,84139.8,1656.8,4118.7,12238
3,7082,8539.2,8462.3,7123.9,84774.3,1531.8,4250.4,11724.2
3,8583.1,15677,10116.6,11596.8,115407.6,2028,4904.1,22761
3,8250.9,16864.3,10203.7,11617.4,115862.6,2033.7,4540.2,22026.6
3,12848.4,20770.1,11247.2,12395.1,157462.8,2167.4,5796.6,27497.9
3,14972.4,21979.7,13818.7,12941,176261.5,2475.6,7060,36572.1
3,15294,22057.6,14008.8,12791.4,223434.5,2437.5,7320.4,39933.1
3,19005.2,21301.5,13920.4,13373.8,232388.8,2807,7989.9,48107
3,16404.5,24034.3,11126,10798.9,178791.4,2627.3,7365.9,51795
3,20924.9,25963.6,14119.3,16404.7,473553.2,2862.5,11930.9,62761.5
3,20535.9,26747.9,14791,16947.4,499413.4,2945.5,12623.1,65718.5
3,20736.8,27313,15078.6,17473.2,509535.1,3642.8,13182.6,65870.4
3,19870.3,21857.6,13910,13214,631942.4,3521.6,12953.2,57708.7
3,20188.7,20810.6,14662.2,13946.4,648991.4,3556.9,13390.4,68622.2
3,16592,18802.2,16638.5,22196,765929.7,3751,14321.5,82933.5
