alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta,attention,meditation
1365,1317,1758,13505,17260,344,1010,3656,77,48
2793,7832,1764,6394,145610,422,797,46774,70,41
45072,53089,32822,44237,2199402,7044,14256,475462,54,35
10238,9767,2769,7164,90323,1368,1793,22766,43,20
991,1506,1906,5014,11550,361,877,5662,34,30
2717,4132,2184,10456,5697,733,1144,10957,30,37
2565,5006,2559,4726,93148,633,1978,12389,47,40
6238,1242,3041,13693,6366,341,1012,10619,54,50
682,4563,5032,4325,24919,498,1255,65977,64,41
2098,2831,11774,32424,286740,1731,7397,25619,51,29
6301,1316,2012,11378,5301,369,676,21934,63,14
7246,6666,2280,7194,41597,449,1431,30671,57,8
1305,6837,6149,4079,5073,484,1919,2655,47,11
6587,1187,2048,8145,30903,532,341,10700,67,35
7763,3775,8045,9571,154893,842,543,21152,56,54
1262,2453,2717,8250,64801,540,1724,9114,69,57
10180,24054,3230,7955,35165,978,1119,24826,83,51
16580,15699,5967,49741,411777,3271,4612,17724,57,56
1091,2944,1807,6266,5022,801,968,6476,57,57
3633,965,1654,6582,10884,681,561,2356,54,56
2906,2490,18497,32077,461375,2306,2825,31605,56,64
881,1279,1009,11347,11225,473,453,9092,80,35
5954,8687,2581,4551,3323,297,1949,5436,78,17
745,148,2170,7219,3377,351,494,5270,75,35
5938,643,2784,13619,8862,257,456,6694,80,13
4788,1682,2035,11370,14167,808,1196,18196,69,29
3129,3202,2740,10729,6619,520,1091,4694,67,37
785,705,1059,4940,10322,392,568,3824,75,23
18986,11370,6297,25269,479065,2330,4914,108507,69,34
1226,2687,1826,6472,5770,357,608,5183,53,29
1684,842,1383,3950,19661,162,477,5805,63,35
3918,570,701,13111,17710,415,827,3953,57,29
5146,16779,13398,25561,122235,4962,9239,16611,47,37
15954,7160,3188,5488,105932,797,688,29354,67,43
1703,1110,1639,10224,102576,1005,812,20642,54,50
4429,4962,2828,5050,10581,513,677,6170,48,38
4392,1335,1981,10820,5610,514,526,3390,56,50
2803,25620,13555,20527,794125,3580,7621,89426,51,50
971,4320,1356,10769,12584,461,1310,9279,57,38
811,642,1602,4154,2068,244,1012,6415,61,50
1566,192,966,12692,6779,851,589,14915,61,30
2291,582,3552,4113,8934,780,637,1565,48,13
9028,1969,5995,18516,45528,1090,2058,16471,67,16
1470,5233,1236,4429,69209,227,267,19859,77,16
1420,769,1494,9524,3727,405,615,1943,61,24
2975,12272,4149,8111,11020,540,683,13492,80,37
5018,3419,2350,12360,17634,655,983,55656,63,43
7801,7778,6044,5656,21104,442,1150,18043,44,37
1745,844,4198,16355,12505,368,696,11425,56,43
734,835,3982,5891,8062,529,940,10457,56,35
3485,2113,3091,6248,85025,532,1170,16767,66,13
3202,4283,3690,10566,10536,1063,1896,23085,81,17
13069,60826,9374,41838,342545,6796,5168,77374,78,8
1261,1513,1492,4828,7053,568,920,14341,61,29
3125,3058,2390,12897,8463,1274,544,14686,44,35
2314,3160,1890,8650,7887,858,550,12385,43,35
4985,230,2284,10116,24997,1500,929,11572,41,37
1367,2229,1479,9271,7061,447,1189,6526,48,24
1128,2146,1437,5857,11549,574,913,4140,54,30
630,4824,1824,3378,9354,487,1641,11912,60,34
1988,2073,2242,4174,9222,911,965,25538,60,37
4249,2437,1969,4351,13929,510,1002,24393,54,29
5428,1381,2563,3916,5744,1013,1081,6647,47,30
4087,2749,1821,3528,2700,477,1203,6435,47,38
1567,2955,1904,5368,11141,886,1392,13576,50,47
1149,5264,2994,17230,10132,402,1113,4788,53,51
4718,5320,1914,3949,15257,1071,1457,7047,67,53
9161,5200,1149,9018,15140,697,860,19653,61,56
1277,400,1837,18720,30437,601,997,5921,47,54
4898,3907,4046,4646,169755,1236,2384,40777,54,43
5607,24689,9267,33709,616590,2165,4188,100996,41,40
8055,7798,2016,12836,9667,424,1085,12351,38,24
4753,2519,1024,15428,74935,376,478,26299,47,26
4209,3348,2849,7689,3707,560,1047,6983,24,37
3599,2684,2748,4196,7869,726,776,5155,35,47
1371,921,1205,22259,18485,341,1429,4852,47,56
1002,3453,2456,4696,4456,474,1754,7322,56,35
2025,1828,1669,6473,7863,449,643,6744,77,40
34538,16661,3467,39596,380441,1092,5266,23633,74,37
2711,20479,7624,5947,43421,629,1458,56049,56,38
1905,6556,3867,9571,9051,697,1847,14689,50,54
9248,7564,1299,8407,6897,780,2266,11264,48,54
3754,1580,2386,8583,28485,431,675,8198,37,67
659,1334,2593,14375,2559,490,1335,5251,50,57
14087,5393,3274,14723,104538,1117,1111,49379,64,44
2863,2514,1370,7704,5423,715,625,3546,50,41
2137,1829,4649,15155,33553,507,2763,13160,61,35
12749,4975,802,8623,13595,666,572,21115,64,24
3241,8180,1227,13820,5730,180,915,5906,35,44
950,4881,1866,7725,17181,297,1461,11979,40,51
5971,5176,2011,20039,12320,394,421,19586,37,47
2638,2886,1711,11431,68690,278,905,16902,21,56
1979,1733,1237,6699,2764,283,449,2913,37,43
767,1884,1212,6445,34501,505,749,25998,47,38
12453,6679,2197,4872,31641,1215,2799,7309,38,24
2063,2113,3037,11570,8520,682,937,5664,41,41
201,2930,1554,4873,2088,537,538,4290,54,44
3280,2665,3350,8573,2883,248,668,2978,56,43
747,707,1199,15494,12371,658,651,1075,78,60
5219,4392,4167,3276,3926,774,1297,7960,96,29
1882,309,2098,10800,16369,390,813,4807,94,40
805,1571,1109,11709,1150,602,426,1943,100,30
1863,2839,862,5153,2888,382,835,9788,94,21
3451,3694,2933,14981,6228,621,836,7952,70,37
1363,824,1374,17317,4267,256,745,2698,69,27
3570,2112,690,12572,5618,533,447,2380,66,24
2112,6700,2411,4381,124150,538,1379,8585,54,35
2296,1420,3517,13208,5097,1095,1441,5271,64,41
263,478,2308,7940,5383,276,565,2295,70,37
7741,14894,1436,7488,157698,704,1548,62193,83,29
2190,3610,1616,4041,2195,389,1202,12039,66,27
2942,2025,3247,14993,4177,766,2564,10064,61,23
804,569,1812,6574,4149,380,1480,5625,56,23
4278,5260,4038,7805,19011,946,2346,3935,44,29
3883,1958,1666,5114,7334,378,626,1962,75,35
2358,4383,3238,18993,9037,202,1785,8990,83,43
3810,3289,4867,5434,4514,2191,2252,10098,83,44
7662,4355,7702,9783,8085,1044,1679,6232,83,57
3478,5906,1678,9449,39757,239,1499,27006,87,56
15266,12717,13968,31834,413566,3462,9282,119964,70,47
4210,2198,1445,10233,3102,377,580,3041,63,43
2427,1100,2086,9896,10062,871,1580,5772,56,44
1653,3552,1744,16455,91380,576,955,19692,50,35
1612,1698,3056,15880,16402,407,1086,4481,53,27
2563,8822,8458,28912,32686,795,2463,31874,67,26
26400,14438,23448,110503,631936,1749,5647,324721,70,16
6705,3668,5062,6816,8014,1276,1914,20181,57,8
3900,3692,4566,5348,181044,641,1836,38150,66,16
758,2770,1102,5402,8030,317,983,4115,53,17
624,1247,1547,5549,3827,574,1167,5783,50,26
1790,3819,1987,9653,3693,1044,1560,4539,63,34
2941,1218,2552,15479,4472,759,627,6741,64,34
2534,3987,2486,14086,10384,1369,858,5783,75,34
7038,4335,4240,9000,145841,378,2439,58633,78,34
1893,2403,2981,11428,4432,855,2027,6349,64,34
1730,345,3235,9281,2362,796,2556,5042,66,27
9681,8451,3238,6479,128292,1496,2075,19085,75,24
12285,2852,2767,8254,12081,495,963,5948,64,30
6351,8054,1355,7588,65741,989,1388,8608,74,50
5382,4489,2637,2489,161924,1268,1685,5634,56,66
2268,3501,10735,18095,20448,973,917,31317,44,88
3197,2788,3632,8439,133819,406,1016,11220,57,67
11082,13684,7999,25535,350979,2089,5759,23574,63,54
2365,2782,1566,5231,10553,1106,921,10822,75,48
2111,1300,2883,11317,12083,340,1428,6828,69,35
1421,4903,2878,4834,43694,384,2099,14918,70,41
4727,2096,3660,9847,17266,1109,1227,5320,66,41
3671,413,3386,8361,7679,1472,1017,19471,74,38
6107,2047,3803,20126,15191,388,1699,8544,78,29
1071,4421,3001,11158,7653,596,2394,17112,74,35
1238,2675,2110,9428,73171,384,1963,27344,70,27
2004,5008,2012,4775,12471,567,1021,4638,54,14
10121,4877,5083,10271,17917,1071,2851,17653,54,30
3005,3587,2119,7097,108615,993,1022,28986,51,38
3711,7653,1766,10503,52559,519,1483,48777,43,38
42743,125463,17617,50724,1155392,5372,15118,166335,35,44
3242,5534,2916,10488,14207,2764,728,19313,21,47
3044,280,1822,9804,10028,291,926,20695,17,41
6034,3794,5027,19677,104513,1858,3500,14300,21,37
1821,1226,2294,8477,14727,1350,795,13718,41,40
1881,554,2468,11655,8732,516,1923,6192,51,20
5557,2458,2687,8980,26933,624,1625,14306,61,11
1509,1489,2052,5214,8240,1451,1630,18512,66,24
15828,16076,11673,43532,333964,7185,7310,17724,57,16
18315,26753,10834,38652,178803,3590,6817,118041,64,30
2789,2203,1619,9536,7956,583,889,7646,50,40
5777,1561,3782,12807,15081,717,930,7978,50,37
3151,4541,2053,7764,42551,310,1275,14642,60,48
3587,305,3714,18021,44724,1487,747,16483,51,44
2870,1558,3230,12650,14175,904,962,2766,61,35
7771,7924,3876,11766,21433,613,3070,7799,75,34
1609,10201,3906,9240,23504,540,1546,18933,70,41
7467,13366,3261,10008,8168,1670,2616,62641,74,41
7173,5205,2192,6276,117179,462,773,12086,54,51
16694,83414,23926,48016,2219208,8131,15167,263764,40,63
2924,2101,4689,6281,204981,938,751,37858,29,53
2928,7575,2722,12216,40949,667,2801,16094,27,40
5159,2860,3844,11176,366559,1139,1300,25712,40,41
1357,3978,3038,6601,126609,1563,4056,9064,41,29
2594,7969,3220,6404,188851,1515,1118,5338,53,29
2296,2369,1935,6917,11817,626,1461,8784,57,50
4486,1952,3348,9859,3432,866,2151,19734,63,48
3834,2520,2998,11393,37977,300,1894,17422,64,47
3573,3792,3091,15811,15466,1078,831,5685,60,43
897,1497,5657,8485,218255,1239,1008,27524,61,34
2751,862,1533,10676,7320,457,1696,13167,64,16
3334,446,2984,5736,4038,764,511,3324,60,14
15731,2415,5222,7150,11709,389,840,18127,70,20
4863,4436,3220,9813,4402,1654,2531,6644,66,27
5939,39504,4937,58580,165934,1506,5795,28080,66,51
1261,1103,1969,7079,3296,543,1152,4270,64,64
13084,11866,18780,31458,495070,5942,8685,55416,61,57
11525,13629,9672,10515,14474,622,4104,10872,67,48
4209,7603,3748,6740,24502,757,3049,9079,70,53
2171,3375,4034,13829,10773,944,1339,7839,81,54
3766,6039,2530,13386,67622,2042,3094,30568,80,56
6468,1824,3057,10907,20523,1156,765,7471,64,54
1458,745,1959,12905,1552,261,1244,4227,60,48
4658,6552,1955,3840,62582,1353,2008,35641,66,29
7772,5708,2018,9844,4012,575,2391,1959,48,30
631,5522,610,1137,46760,242,870,12163,54,50
