alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta,attention,meditation
2601,3620,1288,4384,85738,846,888,17206,24,50
4833,23369,13001,13109,67599,3273,4858,95648,34,56
8158,8526,7642,15547,6552,4982,7434,18364,34,47
1851,1455,1533,954,908,502,353,2206,44,63
9119,8783,11804,12840,1579065,4513,6125,74817,53,57
5912,24264,8576,7474,96450,2386,4141,34902,56,69
21513,38957,21501,25192,2465813,2306,4702,287416,44,60
3287,17964,9199,23288,972247,1735,4031,132966,29,38
467,441,373,1949,40217,354,455,8700,17,27
12523,10059,2431,5688,88964,1275,983,105903,1,13
1926,1644,2730,3101,11362,565,847,1778,17,26
3697,2406,2484,2334,6005,823,1244,11082,26,40
10727,6601,4238,7141,804862,1757,3470,50469,30,54
9734,2950,5507,31257,4857,1550,5055,38607,48,51
11859,10351,6645,6512,37581,4203,10448,17149,38,57
17400,6697,2751,19439,52347,1222,2055,20321,29,63
4825,30893,11274,9249,14857,2588,3143,24829,41,78
1508,17830,10576,12089,329785,1191,1323,79655,41,80
5320,8074,5588,15818,11313,1622,1755,44071,51,61
13251,12011,6523,10429,5788,3518,2066,4831,51,66
16838,9543,4409,5394,10428,2567,2946,27532,50,83
15746,10639,5047,9815,37798,2248,2616,20958,38,88
1530,4386,1208,4707,10024,464,939,2654,43,100
5134,8802,7136,14688,54758,1956,2768,34065,40,83
4683,2130,7152,7181,2836,1731,2868,22777,50,66
15893,3731,6616,6376,14614,1039,3210,12784,54,66
12585,7803,12416,16919,28680,2466,4863,17381,63,61
19972,4289,2689,26934,20931,1988,1916,8100,57,74
4515,14140,3793,2711,17763,1711,2645,13870,51,96
14334,9443,7428,12969,32771,2544,3420,16576,41,93
9469,22633,4579,6286,15965,742,593,37150,40,96
2402,649,5806,6411,787491,654,1201,40884,41,57
702,1954,1370,6352,4840,279,1214,9023,40,43
14532,9581,6264,8971,22848,2792,1894,25840,40,27
7913,12256,13747,10747,1235040,3120,6682,81121,40,43
7421,1742,8175,5210,9621,1977,2626,9538,48,63
7329,31781,11089,14509,15333,1864,4984,34202,50,64
20559,6659,7773,13140,11178,3627,7978,44485,48,75
6361,20115,9287,15743,887007,4802,7171,12064,61,81
10974,6115,8448,13795,4573,566,2693,34017,50,69
6907,4056,4203,7146,12732,3212,973,2104,60,78
5731,2613,4048,29650,11509,1620,1595,7188,60,64
65321,71659,10493,70768,879334,1799,2825,230158,47,75
5872,5262,4352,3935,37425,1099,1959,5771,43,75
7890,13408,4022,5362,13327,1900,1999,7508,38,96
1595,1156,3118,4991,158871,671,1384,25596,35,70
3475,12675,4125,7218,162533,487,797,23709,48,70
4308,6168,3515,4284,8840,903,1436,12607,43,66
9037,12609,4095,20840,31832,2628,3286,1142,47,63
11090,3366,5704,42178,27444,983,1602,3294,56,81
36152,13586,7157,9812,51977,2391,3826,17099,54,94
25729,4610,4920,7889,831618,1766,4986,55749,44,91
8514,12714,4077,3622,61147,1476,1835,19985,40,90
39355,12198,26048,19402,942737,1369,4340,319829,24,80
2211,4827,2231,3650,21081,623,1478,5435,29,69
3403,4839,5932,4733,7677,1593,2483,13796,44,67
3258,1481,2688,4657,8591,336,1202,3018,64,83
14784,3565,8185,24169,47995,2716,3120,33791,63,70
51235,9174,11426,20110,18662,5883,11190,131541,50,70
2455,3650,1643,1666,22609,638,971,16989,41,60
26452,47277,20054,23034,306951,3402,3714,46501,35,69
6599,7643,2824,4352,109520,529,1333,22636,27,77
31507,35108,5783,10159,24276,2487,1303,24879,27,93
32002,13850,8851,25496,16605,3862,9436,27570,34,100
1760,2773,2909,5308,108673,462,1058,13073,34,80
20691,15088,10576,36370,159481,1696,4402,61704,38,74
48482,17955,8697,10530,28782,3202,2737,10489,43,74
25159,14394,7117,20596,67170,4686,3624,33522,41,70
2853,1499,1757,2660,12942,592,1679,4372,43,80
14968,28885,11017,28780,763352,2017,5574,69559,41,50
27820,25388,22150,38782,1054643,6668,23190,151373,43,40
4809,4309,2217,4569,379767,560,494,64506,20,35
3321,2649,8042,6092,46069,698,4090,99140,17,13
17955,55698,11317,10430,25088,2083,4335,37413,17,30
6172,2242,7899,8318,137247,1339,1197,60140,35,26
1865,1781,773,1124,31586,70,212,6461,35,48
25466,5172,7145,18253,44118,1023,4144,15311,38,43
351140,469627,128341,282150,1134965,68336,182529,969624,35,51
1959,6405,1412,4593,213309,1325,617,13786,29,66
33077,31355,9539,6140,171236,2459,3969,30276,30,80
2722,926,2447,1145,25648,1477,1725,6300,37,74
8896,5642,12321,4743,443929,3503,10208,64102,44,61
3332,19035,4406,3713,56703,3256,3705,66057,41,54
4467,9501,3321,2923,515836,639,886,40681,16,40
9242,8469,8323,24285,17916,1479,4095,75496,11,37
1643,1702,1883,1041,4422,484,1269,4423,26,43
1702,709,3235,2995,108611,1916,3424,5545,50,35
10988,13915,8463,4809,103706,4668,7296,19373,61,44
9120,36159,24598,3822,434448,6531,11581,98254,67,54
9108,3598,3435,1796,81252,1558,6746,16980,61,56
21219,9354,17834,19235,698834,3307,18094,26333,60,64
9384,7669,13905,9167,99203,5939,16132,55373,57,51
151776,133723,31421,17452,205116,4970,18468,233461,48,63
3445,1809,1523,1294,121896,183,588,16461,43,54
24784,20795,8239,9060,11330,1587,2519,32347,34,63
4023,1197,3955,2209,28868,1341,2766,3283,41,74
9783,11005,1896,1214,498452,773,3048,66275,26,64
20658,76699,28144,10562,1292673,6077,7013,215993,23,54
28613,10489,10833,26724,635955,6028,7132,67363,10,50
12909,4420,11852,31220,476611,3642,5373,259713,10,27
4612,7813,5093,6133,43722,1750,2480,10953,30,35
1569,2178,1620,2322,121897,710,911,10190,35,34
8666,5518,5493,15349,46911,1466,1937,22747,37,29
1709,18424,5587,15311,92977,987,5738,10170,51,56
2881,4020,1941,3069,4255,302,2049,4325,50,57
22802,3606,7640,7998,45208,2014,5281,25879,53,66
2042,10837,5914,10975,83772,2970,2468,18700,54,67
18753,22600,16406,35712,49931,7194,4959,144146,50,56
28838,17299,17094,40277,1257206,8995,26893,312747,37,38
3759,8323,5708,6258,67186,3130,4145,6635,43,38
553,1895,1229,3299,75000,406,736,12633,37,27
5238,6914,3466,10219,21854,1998,3685,6273,43,38
7120,12697,6933,7142,111709,2164,2322,42341,50,50
4408,8432,1129,3437,15863,402,925,12322,30,51
18661,26749,9449,13933,707952,2672,9223,56392,34,67
21125,22205,10385,37246,3732,2009,4588,22910,40,61
18724,2117,7614,5128,43155,3915,9000,23616,53,57
1503,1257,942,2039,2093,219,328,9444,51,48
1895,2811,4600,3619,14366,739,2763,13263,50,50
9462,3648,5869,5778,11231,5588,2128,3142,57,53
37730,2640,8200,19456,435942,12838,10677,110798,48,44
16778,46033,7555,26483,15157,3044,1902,54447,44,57
8977,13240,7771,6041,88198,2991,5797,106711,30,56
13065,8280,2792,9146,99721,819,2109,48060,10,47
