alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta,attention,meditation
7370,3172,2907,2512,10219,671,1801,5403,77,53
6262,4209,6273,5681,4830,716,1505,6402,70,60
30521,20672,3049,4951,1149991,1331,4272,23674,61,78
54231,7194,11829,9661,444811,5159,10120,12289,64,91
3803,6318,4089,5354,1124321,1485,3862,18492,63,78
4949,2051,4500,6440,18185,1968,1724,12458,57,69
12147,4083,4519,6020,245300,2096,2689,25985,69,56
12571,9132,2894,3928,78204,1201,2213,24695,57,44
3738,9300,4739,4508,215737,862,2238,15155,60,50
2363,1808,4455,985,16241,1421,3286,5540,67,54
678,4374,3127,6535,31743,1964,1296,20084,69,41
15582,18187,11353,11737,473259,2791,9905,22592,83,43
13515,34431,13665,18455,236326,6467,18752,260662,67,29
7632,4872,2430,6005,116060,946,3147,19997,48,29
10015,3992,3582,4736,79063,1125,2908,10896,50,48
2502,1710,1543,2598,205495,299,1066,12796,40,35
3404,10011,7781,5569,61087,1562,3077,21178,57,44
4195,5508,2246,2100,93529,1068,3899,4613,66,54
4582,7091,5328,5096,5544,630,1433,7341,74,54
12871,17859,3490,11938,115713,524,2701,54996,64,61
9043,15791,4246,6629,21824,2224,4468,5246,61,78
9726,11774,4018,15322,20354,796,3163,6602,60,75
20309,15831,3531,5336,618848,1642,4828,30246,41,80
27145,1440,4365,4763,20499,489,2593,3449,54,97
10885,14839,4941,4085,5752,1365,3813,7067,53,97
2743,998,3205,2879,14470,901,952,13363,54,80
10609,9116,5239,14782,29492,2046,2963,35994,63,67
8700,4373,3282,11796,21834,1219,1485,8154,63,51
3145,3073,4102,3823,9409,797,3156,4266,77,40
6137,14803,2638,1298,7175,292,1863,6085,69,67
10984,5229,3495,6025,11455,821,2672,3424,77,84
4692,4018,5437,1488,4450,1107,3201,5188,87,88
12071,13492,4599,1630,7144,747,616,8268,74,100
9904,14586,7928,12104,161667,1212,3074,63422,74,77
5810,5917,2430,5354,5335,1866,3294,13622,66,66
11630,206781,10600,24129,585480,1991,5201,57653,41,80
11125,18044,7943,3012,8390,1066,2639,2887,50,83
6913,67304,23749,25754,36908,1254,4695,20261,60,100
19508,21707,5527,4887,20939,1056,1475,4820,61,100
7155,12016,2307,1474,16826,1158,2715,21260,66,100
52201,9864,15485,14757,493156,955,7538,70205,57,91
16086,4917,3771,2267,4801,389,2823,12609,48,91
7254,4331,3019,1886,242276,1250,3832,35211,41,64
15030,11695,2067,2035,206529,660,1805,6007,43,80
6984,2146,2097,2423,15196,729,2045,4526,47,84
2057,6519,1991,2784,11712,547,1979,1709,53,87
3647,22779,4401,8338,10684,1507,2062,26913,56,96
55373,9261,20119,39611,642126,4596,4565,189123,56,67
3561,1575,955,1685,61364,351,900,2636,53,67
7327,9445,5814,3012,74201,1316,1876,32950,48,53
16266,9098,4708,2621,44782,2592,1192,12783,51,61
38190,16791,13731,24488,440431,7591,18218,96624,53,67
17322,7088,3351,5618,19002,861,3257,32618,47,60
16932,28289,35069,15134,540717,8510,9895,335158,44,47
9946,28911,4868,3072,118405,1723,2740,43447,37,40
7917,7942,10365,5317,1136934,938,3736,31138,48,38
32211,4764,7268,5877,679535,726,2076,38387,53,43
5012,9007,3890,1557,33660,786,1666,9482,57,66
10824,2609,2805,6015,10000,776,1125,7891,66,66
5739,3919,5280,3015,70759,805,2020,37191,60,60
18979,2919,4322,11270,23495,691,3219,30764,57,54
30262,36530,27973,24640,526756,4826,5218,138262,56,43
5336,12284,12168,6329,251214,4324,4606,23435,64,37
20841,2400,2616,3150,73920,1732,2307,7218,61,63
78191,12182,38889,32086,161718,2041,8886,150189,69,61
4740,11045,3090,5721,9675,822,863,11863,66,69
5083,2114,4766,2898,7787,420,1533,11080,66,67
7875,3204,4894,7993,6709,1055,1224,6794,80,54
15684,8450,3172,4303,73054,701,1383,33150,67,57
6414,13057,5632,2611,5914,1271,1259,7579,75,63
2842,3503,3312,1653,3856,381,760,2309,78,74
26442,2963,2394,3615,6076,447,1120,6177,61,91
5819,2158,3412,7350,6767,1451,744,9653,77,87
10311,5157,6057,4351,168084,719,1039,18511,74,78
49667,63371,16963,10378,518444,3424,16748,358150,48,64
1927,2308,1679,2965,53669,1102,2905,5218,57,44
51000,24149,23574,20408,51759,2576,8681,17309,61,57
2213,1944,913,2397,80049,542,921,4317,56,60
11951,25890,13576,29552,49027,2129,11138,25138,77,66
6711,9388,3107,3266,3964,644,2711,8169,74,77
19187,2553,4380,3794,7216,1300,1051,4400,69,80
3218,3647,3433,2398,87597,858,2569,16299,74,74
15705,6770,12857,1238,5797,684,1668,3505,83,81
11498,2337,4816,5448,9294,928,4221,8426,88,77
6370,23434,5543,2940,29695,660,1709,5121,87,80
10815,17141,7546,6668,4753,580,2023,6195,91,97
23892,12438,22290,6956,727374,4083,9053,48095,83,87
8678,12312,3038,2138,4789,1188,1220,3035,77,100
3097,22051,5865,2522,221260,958,1554,24394,74,87
1051,8928,809,665,11503,571,1022,3385,57,91
6028,12746,5663,6482,15578,2117,1961,7195,56,100
6011,12304,5915,4603,16875,1918,2155,15812,60,87
18132,12345,6435,4731,195081,3641,11704,59489,54,80
4143,2277,2251,1481,7997,1262,1226,8947,64,63
17967,2816,1575,4313,45667,1452,1435,8920,48,66
28513,7326,3602,6214,74221,1195,1348,31214,35,69
1843,5315,1715,2223,23551,269,1824,11292,38,69
39476,70259,29495,61638,1237102,12387,34901,364014,27,61
7988,3556,2423,3256,535994,282,2101,18969,34,48
5855,13734,3472,2960,127368,1562,1720,10360,43,51
12925,6295,2713,2091,4164,1624,1688,4354,44,70
6724,9396,2411,4825,23882,1704,4882,25267,44,80
16111,13153,3038,3640,96141,1100,2881,20674,40,90
28513,42767,14953,41504,999644,5299,11558,105351,37,80
36171,38421,8987,5951,360556,4643,6997,97776,27,64
4856,1036,4011,4235,49713,460,4817,14300,43,56
7523,8432,3814,12540,297171,3116,2548,62311,41,37
21851,40541,12682,54252,1666229,9742,4851,147524,38,30
41364,28179,13663,38472,622044,7432,9202,238482,26,14
2056,5111,950,1566,123706,364,1010,4985,34,30
59941,28909,10647,20227,683356,7902,9497,77965,34,43
5641,2397,1297,1261,36075,146,466,12238,27,57
2230,2175,14062,3431,84712,843,1852,19153,57,50
6357,20440,1788,7162,10423,822,1850,3892,54,60
18946,9522,39293,32602,1186569,5014,3806,161354,67,38
19947,8696,1579,5473,10436,543,1324,9995,63,50
15743,9857,2341,3307,228468,1209,1437,14020,37,78
29166,26765,2752,4846,9210,1024,1948,11933,30,80
3524,534,6484,7517,17779,1055,2193,8989,41,84
34132,30147,12135,18816,393626,2450,18840,142666,44,67
5623,3921,5135,5248,40241,164,3923,68361,47,40
6754,2891,5817,3029,18211,1663,4503,3740,75,26
3766,21977,3950,1469,35137,1706,2165,32642,51,41
989,3564,4533,4546,4641,693,2284,3953,77,40
24484,12627,5977,11949,98066,2170,2165,41737,77,60
4861,4802,5304,5283,4492,964,2488,5707,75,56
13029,5782,3001,3682,2162,643,980,5334,81,67
12513,4426,3709,2410,38257,1362,2505,6387,67,84
1510,10023,3499,2347,7999,366,1852,6644,80,90
4110,6640,4827,9602,9349,589,2009,9129,63,66
9108,9103,4526,8549,99920,1058,3352,34769,54,51
2661,22860,4388,2446,9743,1081,1323,4671,51,61
5170,12261,2984,6251,5638,569,2578,25016,60,66
12324,9055,2964,2388,12916,1153,1213,4390,50,84
10700,27925,4668,9406,5248,829,1255,57330,44,90
6916,21746,4836,9326,10331,1063,1844,36830,37,74
67578,61954,9297,6430,724320,3065,4824,81688,30,84
12425,2540,2537,2076,13415,401,1410,12436,29,74
6350,5704,4866,2031,9401,1482,1677,2612,50,83
26368,12096,2737,7309,87770,656,3787,16875,44,94
2256,4725,1031,784,122011,152,460,21906,41,75
11519,5522,3208,5844,240633,1662,1700,57030,34,61
2695,1349,951,2069,37415,589,564,4236,20,51
9647,8180,4510,2790,88170,855,2319,13913,34,44
10104,34487,6100,14744,92362,1676,2590,30859,40,57
4223,9469,3505,3023,124893,1676,1046,20342,50,66
10775,26962,4278,2506,87333,912,1759,40823,43,70
15772,14491,4102,4066,57308,504,2870,6158,43,83
2517,10058,3005,7619,182703,476,1523,30114,41,70
14335,4694,8015,7526,431746,1303,4264,109680,37,56
16853,2358,2027,6361,70419,779,2034,23469,35,53
24465,59997,11093,27958,2885717,5463,12352,232280,20,27
297,4807,1024,1218,198309,1445,794,9166,21,30
3031,392,3411,1918,6967,1296,2373,8517,40,38
6345,3102,4359,2623,47767,458,1021,18256,53,34
45541,49792,15538,32017,1411261,7201,12523,177424,60,37
10792,4364,4175,5690,273187,703,1651,23091,63,37
57385,73609,18471,117803,252100,2496,10259,39576,51,51
42864,33255,22835,50539,596135,8799,4978,256765,41,44
9540,1918,1942,1335,9833,817,1654,5457,50,57
23208,5822,7148,7929,502086,588,1345,87384,41,54
20952,17722,2508,3175,4138,444,1142,6866,34,67
12646,31789,28046,42726,456266,2969,5631,378421,34,57
15742,38452,2531,3108,69089,3086,3000,60994,13,50
1719,2877,1081,1302,266339,237,490,3088,23,61
25181,6184,10047,12318,61905,10985,10127,26064,37,44
3326,1235,860,2283,74125,344,631,16695,30,54
77010,10052,15605,28338,538794,1204,8001,46261,50,56
4221,723,1107,1088,65253,292,340,10718,43,47
15832,20957,2005,2704,43371,2269,1849,9445,27,70
15057,8174,6708,1719,72090,1715,981,38804,26,64
3604,15739,2023,5165,65659,477,2350,7013,27,80
19089,6233,2274,2436,35834,381,1554,12431,34,91
28115,22220,16689,19367,384828,7066,6493,76801,44,70
1309,2724,1045,1208,43718,293,755,12534,40,64
30889,17144,5530,14306,39045,1645,1553,126853,27,48
68867,14975,28847,18022,768906,1813,6354,109274,41,37
10986,3782,2450,2807,16125,1003,2120,3603,41,51
18614,10957,19215,40792,683245,4397,4541,43261,57,53
5350,14545,4216,7518,10070,1757,4421,27801,69,57
8622,4084,2693,5449,19192,1509,759,5286,69,63
12112,4820,8625,2585,172844,1064,786,34664,70,47
3614,1550,720,1480,163728,661,644,5474,56,56
11555,55144,21715,17008,543298,3193,10657,16682,66,66
3208,1354,4511,2187,59717,632,917,4077,81,57
10046,14758,3838,3118,18867,1355,2917,8806,75,75
8236,3681,2408,3556,13174,1408,1442,4002,84,80
1679,5382,1062,1879,137062,241,393,16582,64,64
15851,10088,3331,4937,82063,680,1413,8252,47,78
56547,24625,15761,10305,316229,13719,8058,70201,47,70
1761,1600,3504,3686,93624,255,808,19985,47,47
5008,4057,3657,6173,8958,827,1536,3909,66,53
63192,38293,13476,18798,346286,4306,9989,20585,67,57
10673,6186,3262,6850,10402,957,936,11608,69,57
15819,14512,3596,2162,8559,557,4334,11858,63,88
36436,13444,34620,15443,573783,3315,9184,114999,60,78
8183,875,8526,7664,51012,584,2503,17932,70,54
3741,12795,8107,2781,27319,1260,3931,18043,80,50
1535,2819,3761,6389,12187,840,1164,10665,91,26
20426,12720,2957,3285,3129,196,1233,3807,80,53
