alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta,attention,meditation
56742,43824,6966,47701,2297674,6030,17488,110480,26,26
11648,7465,2319,8281,54482,723,2306,40831,35,34
31421,18024,25121,57043,366624,3633,51718,83153,51,30
6034,7886,6992,7044,424993,9420,13379,343080,44,11
35242,199869,12708,16816,1104106,10142,31499,30673,47,30
17586,22531,25959,40590,838646,22177,46799,230159,35,23
17894,19552,8743,14196,1507002,5178,14588,74464,26,27
55207,94211,13739,30656,1498144,3847,10996,128979,37,51
13903,9863,8720,6157,125273,1694,3558,87002,43,29
2009,5771,8782,1727,26573,2327,8351,18596,60,37
34904,27611,11929,10730,299479,8833,7580,155991,54,35
6894,7915,13119,7874,191540,2464,5920,92153,64,20
4626,1294,2319,3445,168086,1354,2546,41335,60,14
4225,782,3506,6455,38573,1823,2404,12461,53,13
168800,74917,47500,47651,2027106,19499,59382,793206,50,11
117076,10667,18220,96319,2650941,32555,36199,510654,35,14
21978,36434,26095,29422,2060367,18217,33155,151396,44,21
1494,5490,2467,3786,521329,1096,5941,25475,34,21
2911,8871,4819,10091,561121,1387,2486,41768,41,17
14258,3656,11312,4733,317484,5335,7456,270755,44,10
12981,9137,5850,10934,76120,2183,4853,30685,44,13
7687,5611,5657,5742,40709,2241,1958,21000,53,17
7742,1296,9445,6864,207147,1745,1321,68456,56,11
15644,5846,4060,4155,251291,1615,8325,23998,66,29
8582,10279,40490,18379,646158,18497,20627,128687,75,17
4804,13712,3396,6718,86009,2485,6535,20105,67,23
54240,8880,8710,19940,516420,3567,9139,72244,60,37
17660,12531,15995,33660,572995,4509,16533,317566,53,20
24494,22577,35370,37095,872174,14426,31270,57371,56,29
6750,9224,2736,1615,493348,1350,4912,18667,54,30
30479,22730,25698,6742,627831,4042,9880,315344,56,20
3339,6425,6703,1908,281048,5691,2880,23974,70,29
7382,7536,5136,6243,9656,1438,5994,4670,69,38
10139,4531,57372,14554,629647,13623,37375,151860,87,20
9137,23022,25030,9298,896022,9444,32620,75188,100,24
89052,60572,17911,54136,2885831,36727,80718,680990,77,21
4536,7571,5193,3496,140827,7457,4421,27201,67,13
4845,18608,36123,19047,646140,4042,35223,409593,51,11
6499,8800,11012,7261,282889,5285,6170,63870,47,7
53890,28100,7059,16621,1376870,3941,9215,205598,47,11
7940,2919,8964,2926,72920,5097,6018,48198,48,7
12568,17111,1926,5050,1061966,930,1196,52072,35,24
2174,9421,3053,1370,210057,624,2292,33345,26,27
11612,23322,5434,21586,653353,2450,2732,138445,29,24
124682,131303,51467,13184,1195060,20652,33606,540828,20,30
105036,95507,43443,42255,1229528,33304,43882,406838,29,27
6572,10575,2358,966,135608,383,3288,16350,29,38
6682,40470,16162,11236,1573916,4757,11651,66151,48,44
16281,80112,29631,31095,1963855,1382,12797,115678,57,47
7162,8247,17735,11122,876473,1940,13357,127175,64,37
1417,7367,3518,1625,204220,1407,3494,38919,66,24
6652,41545,12470,14957,582184,4439,11211,78913,61,24
21860,54586,25520,35404,1741705,10281,24795,175931,56,20
77077,39647,29272,17681,3451761,8442,22400,235032,51,30
5512,9963,14319,5891,950509,4355,3431,21572,51,30
8636,20821,15423,24750,1218135,6035,13799,59462,63,34
19051,22073,15750,23744,2544389,6282,6162,146273,61,27
53782,43765,12391,11278,1190183,4240,11383,38471,61,40
450,8973,1265,3190,131081,1131,1644,10354,56,43
7602,5750,5778,4326,97490,1112,2994,117039,41,38
5303,2094,5889,1515,80383,2510,4785,48520,43,20
19466,16189,6573,10963,544106,4464,10078,110981,40,13
26332,72086,23050,78605,594449,26436,45459,188117,38,13
27567,49862,17736,32447,1317068,5751,45104,153266,43,23
17258,31862,11997,11043,534827,2813,15116,64398,43,35
4117,7059,2093,5198,47235,3672,3214,50970,41,30
26890,84725,61469,34897,1107656,25985,73235,288612,50,29
38501,146051,28950,37217,2900307,19504,30492,183682,53,35
37705,103803,15793,9484,550125,17263,20292,128792,47,38
25845,78904,13868,38476,1347924,8017,11334,87169,56,50
10075,12161,2912,9086,271428,981,5238,112538,30,44
12149,9740,7168,9313,573290,1845,8392,43463,35,40
20077,74694,57807,52590,2654026,8780,41363,79400,35,40
26990,174307,15498,36562,2882612,15283,47156,195127,30,38
2624,24888,7416,6500,513680,6387,7038,352391,14,20
1122,2944,2772,3289,43363,711,3383,31000,30,16
6070,30833,15762,3036,883391,6059,4510,35396,40,21
34075,49353,18782,20478,343745,4306,16188,117968,50,20
4136,7643,3966,2304,241661,653,1006,8920,77,38
35821,25565,22434,14106,459711,14863,12470,112559,83,48
60967,48670,31255,31689,1692178,8742,11148,65439,81,48
2936,713,4378,2159,94734,570,1237,58154,77,30
39323,56133,7264,4075,180673,7727,4523,40535,61,38
13950,23154,6470,15188,1520506,4647,10467,24286,60,44
8901,39773,9850,14310,1322339,4908,5456,89779,47,38
4524,4746,2977,5670,115923,1669,2339,27797,48,51
15724,158103,26122,47592,1763855,10305,12667,226003,50,41
1279,9263,7227,26060,712919,3390,4648,96650,44,23
38985,56430,39999,17425,589813,7856,12902,106577,56,24
1835,973,2603,423,48858,279,1348,13260,66,21
110093,67614,39826,24376,767856,10098,11997,76437,87,23
78405,176231,33855,131328,1112397,7687,18039,422346,70,21
