alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta,attention,meditation
10189,2770,3957,7784,32179,1542,4055,13163,50,50
30699,11458,17221,8706,405402,2498,9770,68708,57,56
8026,932,2260,1340,9035,950,1455,6185,64,60
4988,6581,4533,1545,30976,530,6464,4542,66,74
3753,10599,5503,3825,20596,1830,8863,8920,69,78
5722,5102,6814,8794,107485,2075,2723,13825,77,77
56820,33863,24221,13832,19877,1285,9563,19205,81,83
15082,6576,2367,3543,3439,749,2360,6832,67,88
5821,5206,3747,6617,4370,1346,2748,13828,63,81
6128,6626,2460,1869,38408,1012,3317,6294,53,96
2317,7038,1882,1056,60066,900,793,8056,44,88
7715,10403,4557,1990,6418,626,1001,5405,54,87
1529,17930,3204,5247,14929,2154,1813,2388,54,100
12087,50380,25831,19608,123623,3075,8786,77463,57,93
36596,22009,20266,12554,1435950,5934,7056,254926,51,77
7510,17222,3765,8238,9754,1585,2535,6946,47,74
29998,1871,13581,19154,29804,2426,16717,15345,54,63
6420,7133,3892,2482,30783,888,4526,2572,57,77
4348,3883,5496,4257,7207,944,5654,12246,77,84
9343,12303,2734,6927,8449,797,2336,7825,74,83
2969,922,2802,3832,39576,1473,2212,4247,74,77
5554,8489,1269,3485,121279,145,463,27306,48,60
12347,3974,3726,2300,14861,1447,6453,6255,41,75
2124,704,5413,5511,50086,2016,10872,14641,56,47
4899,15674,5909,1831,97545,588,7798,67153,37,43
18260,10498,4803,8516,90258,1474,2562,151243,37,30
15201,13484,4309,7511,274762,1937,6377,30683,27,23
3688,807,7353,4503,11925,843,3757,4384,38,35
4653,4835,1590,2102,24631,333,807,37904,29,30
2230,5918,5207,3781,16547,1231,3015,4019,61,48
2738,1551,2348,4534,73000,834,795,15752,66,30
3151,2286,5347,7870,23145,2721,2160,20853,50,24
14643,34723,8115,13339,38243,3004,5577,50268,60,38
39615,53365,33497,14174,2630410,8519,23605,210688,44,30
3315,7599,2274,2992,169873,481,2117,17280,40,41
5543,9038,3539,1682,369058,1306,1817,20151,29,57
2421,4376,1555,4395,21836,1016,4463,31927,23,41
17009,11618,3284,5607,24347,857,1077,5763,20,61
6677,10761,1640,5649,157134,2080,2143,18077,13,66
5070,16529,3901,5085,3953,1298,1511,4373,17,78
9234,816,2614,4523,9002,951,2948,6163,35,94
17657,22579,10695,36464,260784,13208,9451,259339,23,63
22322,41277,20075,8809,405292,4846,5523,49917,40,64
20877,5538,3410,13991,1358180,1824,3426,142185,16,38
7566,1531,5384,3749,22827,965,2041,11662,23,30
33165,22002,25008,32881,188527,7652,15689,214933,35,37
8568,3946,6557,2585,8796,1115,2789,12460,40,30
2745,25972,4094,18846,19133,3294,4035,37882,51,47
3497,4210,4536,7173,82427,958,2790,31319,43,37
31888,19821,35713,20694,1669649,6842,11120,299602,44,34
8794,13189,5957,2266,134509,1709,6017,16014,38,38
7274,19725,3873,9632,5020,1368,4929,22662,43,43
10616,12880,4382,3898,7615,626,2567,9820,43,66
8343,7183,4295,8095,30889,1549,829,13555,48,83
2747,2856,4288,3653,11926,1582,8885,4430,60,75
2625,8815,2193,14909,60516,1067,7960,52701,50,56
10749,15918,2806,3401,13198,1336,4200,35054,38,48
19387,29016,21892,19587,362751,6447,8180,39082,43,47
7958,27006,4647,3833,284641,687,2123,67937,17,48
3864,3734,4567,1445,11207,2816,3280,4466,44,64
4940,1361,2304,2498,113400,1214,2489,15125,48,64
8930,7396,3459,3829,13122,399,1989,5909,61,78
6423,9354,7346,3806,5220,2138,2960,17832,54,75
11402,29450,5943,4292,110421,1552,4946,60289,48,64
7293,16484,14647,9959,101221,1588,9149,47706,54,64
39312,29709,13676,12537,793468,2363,9450,34056,53,64
11386,1687,8015,4961,23490,1235,2085,8329,60,64
13314,8376,2316,3152,7568,1070,5557,11226,61,75
20057,11653,3535,5022,4488,949,1754,2496,51,100
3342,13405,5725,3017,14983,770,1714,6959,60,96
1657,5348,4206,5287,11265,823,2295,5491,57,91
17601,8687,9629,11306,110622,1419,3514,46135,66,77
4339,8011,6322,3562,18986,994,3462,8795,80,60
6398,12638,7966,3681,6255,917,2732,7672,81,57
2298,4418,2816,10330,2971,461,2026,4614,77,56
17911,9045,20635,19823,542111,9472,8242,83071,81,50
3215,2414,1732,2407,304007,339,2837,3044,77,51
6152,6205,2239,1516,117574,527,492,11620,63,48
810,2294,7114,3133,5736,1938,2500,14817,67,35
2010,3193,9106,6639,3378,653,3468,1953,83,40
7449,7123,3361,3190,5327,972,6727,11712,77,41
4747,5469,5809,10575,4138,4677,4653,6906,87,35
2742,4658,1261,5143,75438,165,865,19280,61,44
3934,826,7443,4745,10564,2365,3656,4402,56,43
2754,22700,8505,2912,3891,650,2331,11116,63,47
28227,31933,33079,31402,637764,3282,9643,38814,63,50
3162,2678,3289,1902,6695,794,3664,4605,83,57
10611,2906,3804,2658,88467,1072,3680,8775,67,74
5184,3906,8966,2073,12081,688,3817,9679,74,61
17021,74571,25649,51368,309711,5615,10005,112321,63,60
4127,18996,4232,3396,9877,1029,3088,4368,57,74
50722,44527,16244,18352,420140,6014,17217,61619,8,51
23982,16754,26976,10602,263425,3247,13499,110022,24,38
7150,1605,9344,3249,482294,1984,6260,38012,40,34
39866,15139,7621,8736,93434,4345,9026,92855,35,40
2220,59261,5135,5653,101790,1485,3403,75694,24,38
48366,21971,33222,57960,2954313,3146,49314,114270,26,41
6721,10749,10521,8085,347069,1902,10602,38345,24,48
7193,9557,11842,7331,113298,7661,9412,11198,47,50
8356,20017,13963,8776,1533784,4403,7711,30704,64,44
7311,8526,11754,10720,180367,1382,7460,113503,56,34
14755,24443,36007,100848,1589523,7955,26528,204732,54,20
31432,11629,54767,19813,1015009,6122,24833,777137,37,1
3270,5204,1266,2899,56825,1484,5153,74884,11,1
29687,114444,16330,12835,1557850,4174,32980,132544,10,8
12840,21053,10059,7703,842785,2185,5784,69320,8,24
5530,3764,6620,3971,58531,1838,7573,34247,16,40
2879,2464,1891,1295,96242,659,578,3274,41,61
34191,33948,41208,46768,147986,2516,34818,388434,47,41
4876,5770,40148,30235,1085299,16142,25771,372358,48,20
70618,182063,41925,42321,2021779,33189,90196,315778,41,34
23026,8817,4800,2033,367784,1470,6068,32277,35,38
3689,2986,4624,7983,124062,1910,5114,15245,57,64
12007,4801,22963,5947,252645,9595,8850,21554,67,63
28297,4435,3596,9842,800005,2005,3105,28214,60,67
8214,7836,10696,4983,593808,1184,4316,15820,67,64
7669,1742,4691,2467,4706,2217,3799,7187,69,70
20296,8320,6708,1345,19830,2038,2562,2403,67,91
6027,7727,6473,5446,50295,2131,5527,18378,63,90
29606,108063,28710,18465,1414185,7934,11351,348765,48,84
1277,3283,4075,6987,11953,729,10558,6829,56,74
13739,3367,7845,4165,84829,2160,14381,15968,57,61
4785,5545,1491,8436,327115,731,3207,21320,44,57
2402,5018,16436,1061,18445,3555,9375,31053,63,51
8805,3693,3747,7073,74704,739,10883,15866,54,56
1035,9809,6501,4778,92653,3510,9136,24108,51,50
5924,5663,2969,1868,553267,746,2639,14825,60,56
13746,3462,7212,5871,191522,5577,11044,7674,56,69
1432,1679,581,651,127890,205,1114,10999,47,66
4763,2504,7459,3493,117971,4064,3708,7856,56,64
68289,27167,47141,51743,511078,13307,22077,68993,60,67
18426,53023,36940,29622,527676,4990,13028,41710,74,64
5463,2471,1929,2698,56017,505,722,20884,69,66
5813,8124,8051,3454,1052343,2675,13867,52630,56,61
69277,38170,31459,31676,2233991,3857,23642,331194,43,54
8936,3143,2311,1237,77494,1075,1846,3925,35,63
5880,2964,1549,4555,67766,691,1601,12518,37,64
28869,34331,7232,17464,1240300,4731,2304,166052,24,69
7055,65188,30979,16972,527226,9531,9108,31528,38,80
5233,8231,8086,4098,255720,846,6284,48666,38,64
12613,5219,1334,1134,86242,354,888,4947,35,78
78390,127927,71159,24503,927877,12355,22047,433493,47,78
6533,3045,2340,2142,196982,722,1087,16363,35,70
