alphaHigh,alphaLow,betaHigh,betaLow,delta,gammaHigh,gammaLow,theta,attention,meditation
4380,5836,5797,5468,13750,1212,3386,14597,53,53
2383,4747,1898,3785,60167,387,1641,40984,66,47
2733,6368,2726,4786,7586,294,761,5025,69,43
6959,24572,4041,9613,7991,1487,2097,6290,57,57
6335,10350,5199,10021,5006,1314,1356,19725,54,60
3376,5567,2265,4500,24271,798,994,46474,54,63
9598,1519,6383,6207,10243,1896,2987,6704,60,60
12170,12546,4352,7271,7443,1597,1343,14712,60,56
2282,4508,2749,3164,9385,1631,2353,7049,74,69
7925,2895,2898,9513,3937,1096,758,10154,64,66
9561,7091,6026,4272,11227,1415,1260,9808,70,70
2524,1514,2207,4383,5609,941,610,3547,80,61
8242,6980,2237,10750,6369,1285,1701,7010,74,64
8897,9990,5055,3114,19149,4904,3741,37634,69,64
4257,2687,5028,6530,2720,920,1190,19732,67,48
3112,3001,8201,2981,21820,1026,3532,12367,70,41
531,1381,1277,2081,5061,458,597,2914,80,30
3081,7116,3542,8693,9836,1097,2832,13065,69,37
1146,3324,897,1978,258974,280,358,26985,50,14
2214,7068,6795,8348,2928,1124,2262,19034,60,53
6476,9455,1696,11065,35848,620,793,66001,56,56
26962,27822,18739,14663,69311,3085,9263,78876,54,47
2151,4076,1883,3362,223749,1690,1258,12430,50,35
